dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_norm,hum_norm,windspeed_norm,casual,registered,cnt,temp_real,atemp_norm_calc,hum_real,windspeed_real,hum_qual
2012-01-15,winter,2012,jan,no,sunday,no,weather1,0.166667,0.419167,0.251258,284,2027,2311,-0,0.24242424242424243,41.92,16.83,baixa
2012-01-16,winter,2012,jan,yes,monday,no,weather1,0.19,0.5225,0.231358,217,2081,2298,1,0.25757575757575757,52.25,15.5,média
2012-01-17,winter,2012,jan,no,tuesday,yes,weather2,0.373043,0.716087,0.34913,127,2808,2935,10,0.3939393939393939,71.61,23.39,alta
2012-01-18,winter,2012,jan,no,wednesday,yes,weather1,0.303333,0.443333,0.415429,109,3267,3376,6,0.3333333333333333,44.33,27.83,baixa
2012-01-19,winter,2012,jan,no,thursday,yes,weather1,0.19,0.4975,0.220158,130,3162,3292,1,0.25757575757575757,49.75,14.75,baixa
2012-01-20,winter,2012,jan,no,friday,yes,weather2,0.2175,0.45,0.20275,115,3048,3163,2,0.2727272727272727,45,13.58,baixa
2012-01-21,winter,2012,jan,no,saturday,no,weather2,0.173333,0.83125,0.222642,67,1234,1301,0,0.24242424242424243,83.12,14.92,alta
2012-01-22,winter,2012,jan,no,sunday,no,weather2,0.1625,0.79625,0.199638,196,1781,1977,-0,0.24242424242424243,79.62,13.38,alta
2012-01-23,winter,2012,jan,no,monday,yes,weather2,0.218333,0.91125,0.110708,145,2287,2432,2,0.2727272727272727,91.12,7.42,alta
2012-01-24,winter,2012,jan,no,tuesday,yes,weather1,0.3425,0.835833,0.123767,439,3900,4339,8,0.36363636363636365,83.58,8.29,alta
2012-01-25,winter,2012,jan,no,wednesday,yes,weather1,0.294167,0.64375,0.161071,467,3803,4270,6,0.3333333333333333,64.38,10.79,média
2012-01-26,winter,2012,jan,no,thursday,yes,weather2,0.341667,0.769583,0.0733958,244,3831,4075,8,0.36363636363636365,76.96,4.92,alta
2012-01-27,winter,2012,jan,no,friday,yes,weather2,0.425,0.74125,0.342667,269,3187,3456,12,0.42424242424242425,74.12,22.96,alta
2012-01-28,winter,2012,jan,no,saturday,no,weather1,0.315833,0.543333,0.210829,775,3248,4023,7,0.3484848484848485,54.33,14.13,média
2012-01-29,winter,2012,jan,no,sunday,no,weather1,0.2825,0.31125,0.24005,558,2685,3243,5,0.3181818181818182,31.13,16.08,baixa
2012-01-30,winter,2012,jan,no,monday,yes,weather1,0.269167,0.400833,0.215792,126,3498,3624,5,0.3181818181818182,40.08,14.46,baixa
2012-01-31,winter,2012,jan,no,tuesday,yes,weather1,0.39,0.416667,0.261817,324,4185,4509,10,0.3939393939393939,41.67,17.54,baixa
2012-02-01,winter,2012,feb,no,wednesday,yes,weather1,0.469167,0.507917,0.189067,304,4275,4579,14,0.45454545454545453,50.79,12.67,média
2012-02-02,winter,2012,feb,no,thursday,yes,weather2,0.399167,0.672917,0.187187,190,3571,3761,11,0.4090909090909091,67.29,12.54,média
2012-02-03,winter,2012,feb,no,friday,yes,weather1,0.313333,0.526667,0.178496,310,3841,4151,7,0.3484848484848485,52.67,11.96,média
2012-02-04,winter,2012,feb,no,saturday,no,weather2,0.264167,0.779583,0.121896,384,2448,2832,4,0.30303030303030304,77.96,8.17,alta
2012-02-05,winter,2012,feb,no,sunday,no,weather2,0.265833,0.687917,0.175996,318,2629,2947,4,0.30303030303030304,68.79,11.79,média
2012-02-06,winter,2012,feb,no,monday,yes,weather1,0.282609,0.622174,0.1538,206,3578,3784,5,0.3181818181818182,62.22,10.3,média
2012-02-07,winter,2012,feb,no,tuesday,yes,weather1,0.354167,0.49625,0.147379,199,4176,4375,9,0.3787878787878788,49.62,9.87,baixa
2012-02-08,winter,2012,feb,no,wednesday,yes,weather2,0.256667,0.722917,0.133721,109,2693,2802,4,0.30303030303030304,72.29,8.96,alta
2012-02-09,winter,2012,feb,no,thursday,yes,weather1,0.265,0.562083,0.194037,163,3667,3830,4,0.30303030303030304,56.21,13,média
2012-02-10,winter,2012,feb,no,friday,yes,weather2,0.280833,0.54,0.116929,227,3604,3831,5,0.3181818181818182,54,7.83,média
2012-02-11,winter,2012,feb,no,saturday,no,weather3,0.224167,0.73125,0.289796,192,1977,2169,3,0.2878787878787879,73.12,19.42,alta
2012-02-12,winter,2012,feb,no,sunday,no,weather1,0.1275,0.464583,0.409212,73,1456,1529,-2,0.21212121212121213,46.46,27.42,baixa
2012-02-13,winter,2012,feb,no,monday,yes,weather1,0.2225,0.41125,0.167283,94,3328,3422,2,0.2727272727272727,41.12,11.21,baixa
2012-02-14,winter,2012,feb,no,tuesday,yes,weather2,0.319167,0.50875,0.141179,135,3787,3922,7,0.3484848484848485,50.88,9.46,média
2012-02-15,winter,2012,feb,no,wednesday,yes,weather1,0.348333,0.53125,0.1816,141,4028,4169,8,0.36363636363636365,53.12,12.17,média
2012-02-16,winter,2012,feb,no,thursday,yes,weather2,0.316667,0.752917,0.091425,74,2931,3005,7,0.3484848484848485,75.29,6.13,alta
2012-02-17,winter,2012,feb,no,friday,yes,weather1,0.343333,0.634583,0.205846,349,3805,4154,8,0.36363636363636365,63.46,13.79,média
2012-02-18,winter,2012,feb,no,saturday,no,weather1,0.346667,0.534583,0.190929,1435,2883,4318,8,0.36363636363636365,53.46,12.79,média
2012-02-19,winter,2012,feb,no,sunday,no,weather2,0.28,0.515833,0.253112,618,2071,2689,5,0.3181818181818182,51.58,16.96,média
2012-02-20,winter,2012,feb,yes,monday,no,weather1,0.28,0.507826,0.229083,502,2627,3129,5,0.3181818181818182,50.78,15.35,média
2012-02-21,winter,2012,feb,no,tuesday,yes,weather1,0.287826,0.594348,0.205717,163,3614,3777,6,0.3333333333333333,59.43,13.78,média
2012-02-22,winter,2012,feb,no,wednesday,yes,weather1,0.395833,0.567917,0.234471,394,4379,4773,11,0.4090909090909091,56.79,15.71,média
2012-02-23,winter,2012,feb,no,thursday,yes,weather1,0.454167,0.554583,0.190913,516,4546,5062,13,0.4393939393939394,55.46,12.79,média
2012-02-24,winter,2012,feb,no,friday,yes,weather2,0.4075,0.7375,0.237567,246,3241,3487,11,0.4090909090909091,73.75,15.92,alta
2012-02-25,winter,2012,feb,no,saturday,no,weather1,0.290833,0.395833,0.421642,317,2415,2732,6,0.3333333333333333,39.58,28.25,baixa
2012-02-26,winter,2012,feb,no,sunday,no,weather1,0.279167,0.41,0.205229,515,2874,3389,5,0.3181818181818182,41,13.75,baixa
2012-02-27,winter,2012,feb,no,monday,yes,weather1,0.366667,0.490833,0.268033,253,4069,4322,9,0.3787878787878788,49.08,17.96,baixa
2012-02-28,winter,2012,feb,no,tuesday,yes,weather1,0.359167,0.395833,0.193417,229,4134,4363,9,0.3787878787878788,39.58,12.96,baixa
2012-02-29,winter,2012,feb,no,wednesday,yes,weather2,0.344348,0.804783,0.179117,65,1769,1834,8,0.36363636363636365,80.48,12,alta
2012-03-01,springer,2012,mar,no,thursday,yes,weather1,0.485833,0.615417,0.226987,325,4665,4990,15,0.4696969696969697,61.54,15.21,média
2012-03-02,springer,2012,mar,no,friday,yes,weather2,0.353333,0.657083,0.144904,246,2948,3194,9,0.3787878787878788,65.71,9.71,média
2012-03-03,springer,2012,mar,no,saturday,no,weather2,0.414167,0.62125,0.161079,956,3110,4066,11,0.4090909090909091,62.12,10.79,média
2012-03-04,springer,2012,mar,no,sunday,no,weather1,0.325833,0.403333,0.334571,710,2713,3423,7,0.3484848484848485,40.33,22.42,baixa
2012-03-05,springer,2012,mar,no,monday,yes,weather1,0.243333,0.50625,0.228858,203,3130,3333,3,0.2878787878787879,50.62,15.33,média
2012-03-06,springer,2012,mar,no,tuesday,yes,weather1,0.258333,0.456667,0.200875,221,3735,3956,4,0.30303030303030304,45.67,13.46,baixa
2012-03-07,springer,2012,mar,no,wednesday,yes,weather1,0.404167,0.513333,0.345779,432,4484,4916,11,0.4090909090909091,51.33,23.17,média
2012-03-08,springer,2012,mar,no,thursday,yes,weather1,0.5275,0.5675,0.441563,486,4896,5382,17,0.5,56.75,29.58,média
2012-03-09,springer,2012,mar,no,friday,yes,weather2,0.410833,0.407083,0.4148,447,4122,4569,11,0.4090909090909091,40.71,27.79,baixa
2012-03-10,springer,2012,mar,no,saturday,no,weather1,0.2875,0.350417,0.22575,968,3150,4118,6,0.3333333333333333,35.04,15.13,baixa
2012-03-11,springer,2012,mar,no,sunday,no,weather1,0.361739,0.476957,0.222587,1658,3253,4911,9,0.3787878787878788,47.7,14.91,baixa
2012-03-12,springer,2012,mar,no,monday,yes,weather1,0.466667,0.489167,0.207713,838,4460,5298,14,0.45454545454545453,48.92,13.92,baixa
2012-03-13,springer,2012,mar,no,tuesday,yes,weather1,0.565,0.6175,0.23695,762,5085,5847,19,0.5303030303030303,61.75,15.88,média
2012-03-14,springer,2012,mar,no,wednesday,yes,weather1,0.5725,0.507083,0.115062,997,5315,6312,19,0.5303030303030303,50.71,7.71,média
2012-03-15,springer,2012,mar,no,thursday,yes,weather1,0.5575,0.579583,0.149883,1005,5187,6192,18,0.5151515151515151,57.96,10.04,média
2012-03-16,springer,2012,mar,no,friday,yes,weather2,0.435833,0.842083,0.113192,548,3830,4378,12,0.42424242424242425,84.21,7.58,alta
2012-03-17,springer,2012,mar,no,saturday,no,weather2,0.514167,0.755833,0.110704,3155,4681,7836,16,0.48484848484848486,75.58,7.42,alta
2012-03-18,springer,2012,mar,no,sunday,no,weather2,0.4725,0.81,0.126883,2207,3685,5892,14,0.45454545454545453,81,8.5,alta
2012-03-19,springer,2012,mar,no,monday,yes,weather1,0.545,0.72875,0.162317,982,5171,6153,18,0.5151515151515151,72.88,10.88,alta
2012-03-20,springer,2012,mar,no,tuesday,yes,weather1,0.560833,0.807917,0.121271,1051,5042,6093,18,0.5151515151515151,80.79,8.13,alta
2012-03-21,springer,2012,mar,no,wednesday,yes,weather2,0.531667,0.82125,0.0895583,1122,5108,6230,17,0.5,82.12,6,alta
2012-03-22,springer,2012,mar,no,thursday,yes,weather1,0.554167,0.83125,0.117562,1334,5537,6871,18,0.5151515151515151,83.12,7.88,alta
2012-03-23,springer,2012,mar,no,friday,yes,weather2,0.601667,0.694167,0.1163,2469,5893,8362,20,0.5454545454545454,69.42,7.79,média
2012-03-24,springer,2012,mar,no,saturday,no,weather2,0.5025,0.885417,0.192783,1033,2339,3372,16,0.48484848484848486,88.54,12.92,alta
2012-03-25,springer,2012,mar,no,sunday,no,weather2,0.4375,0.880833,0.220775,1532,3464,4996,13,0.4393939393939394,88.08,14.79,alta
2012-03-26,springer,2012,mar,no,monday,yes,weather1,0.445833,0.477917,0.386821,795,4763,5558,13,0.4393939393939394,47.79,25.92,baixa
2012-03-27,springer,2012,mar,no,tuesday,yes,weather1,0.323333,0.29,0.187192,531,4571,5102,7,0.3484848484848485,29,12.54,baixa
2012-03-28,springer,2012,mar,no,wednesday,yes,weather1,0.484167,0.48125,0.291671,674,5024,5698,15,0.4696969696969697,48.12,19.54,baixa
2012-03-29,springer,2012,mar,no,thursday,yes,weather1,0.494167,0.439167,0.31965,834,5299,6133,15,0.4696969696969697,43.92,21.42,baixa
2012-03-30,springer,2012,mar,no,friday,yes,weather2,0.37,0.580833,0.138067,796,4663,5459,9,0.3787878787878788,58.08,9.25,média
2012-03-31,springer,2012,mar,no,saturday,no,weather2,0.424167,0.738333,0.250617,2301,3934,6235,12,0.42424242424242425,73.83,16.79,alta
2012-04-01,springer,2012,apr,no,sunday,no,weather2,0.425833,0.67625,0.172267,2347,3694,6041,12,0.42424242424242425,67.62,11.54,média
2012-04-02,springer,2012,apr,no,monday,yes,weather1,0.433913,0.504348,0.312139,1208,4728,5936,12,0.42424242424242425,50.43,20.91,média
2012-04-03,springer,2012,apr,no,tuesday,yes,weather1,0.466667,0.396667,0.100133,1348,5424,6772,14,0.45454545454545453,39.67,6.71,baixa
2012-04-04,springer,2012,apr,no,wednesday,yes,weather1,0.541667,0.469583,0.180975,1058,5378,6436,17,0.5,46.96,12.13,baixa
2012-04-05,springer,2012,apr,no,thursday,yes,weather1,0.435,0.374167,0.219529,1192,5265,6457,12,0.42424242424242425,37.42,14.71,baixa
2012-04-06,springer,2012,apr,no,friday,yes,weather1,0.403333,0.377083,0.300388,1807,4653,6460,11,0.4090909090909091,37.71,20.13,baixa
2012-04-07,springer,2012,apr,no,saturday,no,weather1,0.4375,0.254167,0.274871,3252,3605,6857,13,0.4393939393939394,25.42,18.42,baixa
2012-04-08,springer,2012,apr,no,sunday,no,weather1,0.5,0.275833,0.232596,2230,2939,5169,16,0.48484848484848486,27.58,15.58,baixa
2012-04-09,springer,2012,apr,no,monday,yes,weather1,0.489167,0.3175,0.358196,905,4680,5585,15,0.4696969696969697,31.75,24,baixa
2012-04-10,springer,2012,apr,no,tuesday,yes,weather1,0.446667,0.435,0.249375,819,5099,5918,13,0.4393939393939394,43.5,16.71,baixa
2012-04-11,springer,2012,apr,no,wednesday,yes,weather1,0.348696,0.469565,0.295274,482,4380,4862,8,0.36363636363636365,46.96,19.78,baixa
2012-04-12,springer,2012,apr,no,thursday,yes,weather1,0.3975,0.46625,0.290429,663,4746,5409,11,0.4090909090909091,46.62,19.46,baixa
2012-04-13,springer,2012,apr,no,friday,yes,weather1,0.4425,0.408333,0.155471,1252,5146,6398,13,0.4393939393939394,40.83,10.42,baixa
2012-04-14,springer,2012,apr,no,saturday,no,weather1,0.495,0.502917,0.190917,2795,4665,7460,15,0.4696969696969697,50.29,12.79,média
2012-04-15,springer,2012,apr,no,sunday,no,weather1,0.606667,0.507917,0.225129,2846,4286,7132,21,0.5606060606060606,50.79,15.08,média
2012-04-16,springer,2012,apr,yes,monday,no,weather1,0.664167,0.561667,0.284829,1198,5172,6370,23,0.5909090909090909,56.17,19.08,média
2012-04-17,springer,2012,apr,no,tuesday,yes,weather1,0.608333,0.390417,0.273629,989,5702,6691,21,0.5606060606060606,39.04,18.33,baixa
2012-04-18,springer,2012,apr,no,wednesday,yes,weather2,0.463333,0.569167,0.167912,347,4020,4367,14,0.45454545454545453,56.92,11.25,média
2012-04-19,springer,2012,apr,no,thursday,yes,weather1,0.498333,0.6125,0.0659292,846,5719,6565,15,0.4696969696969697,61.25,4.42,média
2012-04-20,springer,2012,apr,no,friday,yes,weather1,0.526667,0.694583,0.149871,1340,5950,7290,17,0.5,69.46,10.04,média
2012-04-21,springer,2012,apr,no,saturday,no,weather1,0.57,0.682917,0.283587,2541,4083,6624,19,0.5303030303030303,68.29,19,média
2012-04-22,springer,2012,apr,no,sunday,no,weather3,0.396667,0.835417,0.344546,120,907,1027,11,0.4090909090909091,83.54,23.08,alta
2012-04-23,springer,2012,apr,no,monday,yes,weather2,0.321667,0.766667,0.303496,195,3019,3214,7,0.3484848484848485,76.67,20.33,alta
2012-04-24,springer,2012,apr,no,tuesday,yes,weather1,0.413333,0.454167,0.249383,518,5115,5633,11,0.4090909090909091,45.42,16.71,baixa
2012-04-25,springer,2012,apr,no,wednesday,yes,weather1,0.476667,0.427917,0.118792,655,5541,6196,14,0.45454545454545453,42.79,7.96,baixa
2012-04-26,springer,2012,apr,no,thursday,yes,weather2,0.498333,0.756667,0.176625,475,4551,5026,15,0.4696969696969697,75.67,11.83,alta
2012-04-27,springer,2012,apr,no,friday,yes,weather1,0.4575,0.400833,0.347633,1014,5219,6233,14,0.45454545454545453,40.08,23.29,baixa
2012-04-28,springer,2012,apr,no,saturday,no,weather2,0.376667,0.489583,0.129975,1120,3100,4220,10,0.3939393939393939,48.96,8.71,baixa
2012-04-29,springer,2012,apr,no,sunday,no,weather1,0.458333,0.587083,0.116908,2229,4075,6304,14,0.45454545454545453,58.71,7.83,média
2012-04-30,springer,2012,apr,no,monday,yes,weather2,0.464167,0.57,0.171638,665,4907,5572,14,0.45454545454545453,57,11.5,média
2012-05-01,springer,2012,mai,no,tuesday,yes,weather2,0.613333,0.659583,0.156096,653,5087,5740,21,0.5606060606060606,65.96,10.46,média
2012-05-02,springer,2012,mai,no,wednesday,yes,weather1,0.564167,0.797083,0.138058,667,5502,6169,19,0.5303030303030303,79.71,9.25,alta
2012-05-03,springer,2012,mai,no,thursday,yes,weather2,0.56,0.768333,0.133696,764,5657,6421,18,0.5151515151515151,76.83,8.96,alta
2012-05-04,springer,2012,mai,no,friday,yes,weather1,0.6275,0.735417,0.162938,1069,5227,6296,21,0.5606060606060606,73.54,10.92,alta
2012-05-05,springer,2012,mai,no,saturday,no,weather2,0.621667,0.756667,0.152992,2496,4387,6883,21,0.5606060606060606,75.67,10.25,alta
2012-05-06,springer,2012,mai,no,sunday,no,weather2,0.5625,0.74,0.149879,2135,4224,6359,18,0.5151515151515151,74,10.04,alta
2012-05-07,springer,2012,mai,no,monday,yes,weather2,0.5375,0.664167,0.230721,1008,5265,6273,17,0.5,66.42,15.46,média
2012-05-08,springer,2012,mai,no,tuesday,yes,weather2,0.581667,0.685833,0.296029,738,4990,5728,19,0.5303030303030303,68.58,19.83,média
2012-05-09,springer,2012,mai,no,wednesday,yes,weather2,0.575,0.744167,0.216412,620,4097,4717,19,0.5303030303030303,74.42,14.5,alta
2012-05-10,springer,2012,mai,no,thursday,yes,weather1,0.505833,0.552083,0.314063,1026,5546,6572,16,0.48484848484848486,55.21,21.04,média
2012-05-11,springer,2012,mai,no,friday,yes,weather1,0.533333,0.360417,0.236937,1319,5711,7030,17,0.5,36.04,15.87,baixa
2012-05-12,springer,2012,mai,no,saturday,no,weather1,0.564167,0.480417,0.123133,2622,4807,7429,19,0.5303030303030303,48.04,8.25,baixa
2012-05-13,springer,2012,mai,no,sunday,no,weather1,0.6125,0.57625,0.225117,2172,3946,6118,21,0.5606060606060606,57.63,15.08,média
2012-05-14,springer,2012,mai,no,monday,yes,weather2,0.573333,0.789583,0.212692,342,2501,2843,19,0.5303030303030303,78.96,14.25,alta
2012-05-15,springer,2012,mai,no,tuesday,yes,weather2,0.611667,0.794583,0.147392,625,4490,5115,21,0.5606060606060606,79.46,9.88,alta
2012-05-16,springer,2012,mai,no,wednesday,yes,weather1,0.636667,0.697917,0.122512,991,6433,7424,22,0.5757575757575758,69.79,8.21,média
2012-05-17,springer,2012,mai,no,thursday,yes,weather1,0.593333,0.52,0.229475,1242,6142,7384,20,0.5454545454545454,52,15.37,média
2012-05-18,springer,2012,mai,no,friday,yes,weather1,0.564167,0.523333,0.136817,1521,6118,7639,19,0.5303030303030303,52.33,9.17,média
2012-05-19,springer,2012,mai,no,saturday,no,weather1,0.6,0.45625,0.083975,3410,4884,8294,20,0.5454545454545454,45.62,5.63,baixa
2012-05-20,springer,2012,mai,no,sunday,no,weather1,0.620833,0.530417,0.254367,2704,4425,7129,21,0.5606060606060606,53.04,17.04,média
2012-05-21,springer,2012,mai,no,monday,yes,weather2,0.598333,0.81125,0.233204,630,3729,4359,20,0.5454545454545454,81.12,15.62,alta
2012-05-22,springer,2012,mai,no,tuesday,yes,weather2,0.615,0.765833,0.118167,819,5254,6073,21,0.5606060606060606,76.58,7.92,alta
2012-05-23,springer,2012,mai,no,wednesday,yes,weather2,0.621667,0.774583,0.102,766,4494,5260,21,0.5606060606060606,77.46,6.83,alta
2012-05-24,springer,2012,mai,no,thursday,yes,weather1,0.655,0.716667,0.172896,1059,5711,6770,23,0.5909090909090909,71.67,11.58,alta
2012-05-25,springer,2012,mai,no,friday,yes,weather1,0.68,0.747083,0.14055,1417,5317,6734,24,0.6060606060606061,74.71,9.42,alta
2012-05-26,springer,2012,mai,no,saturday,no,weather1,0.6925,0.7325,0.198992,2855,3681,6536,25,0.6212121212121212,73.25,13.33,alta
2012-05-27,springer,2012,mai,no,sunday,no,weather1,0.69,0.697083,0.215171,3283,3308,6591,24,0.6060606060606061,69.71,14.42,média
2012-05-28,springer,2012,mai,yes,monday,no,weather1,0.7125,0.67625,0.196521,2557,3486,6043,25,0.6212121212121212,67.62,13.17,média
2012-05-29,springer,2012,mai,no,tuesday,yes,weather1,0.7225,0.684583,0.2954,880,4863,5743,26,0.6363636363636364,68.46,19.79,média
2012-05-30,springer,2012,mai,no,wednesday,yes,weather2,0.656667,0.67,0.134329,745,6110,6855,23,0.5909090909090909,67,9,média
2012-05-31,springer,2012,mai,no,thursday,yes,weather1,0.68,0.492917,0.195279,1100,6238,7338,24,0.6060606060606061,49.29,13.08,baixa
2012-06-01,summer,2012,jun,no,friday,yes,weather2,0.654167,0.755417,0.237563,533,3594,4127,23,0.5909090909090909,75.54,15.92,alta
2012-06-02,summer,2012,jun,no,saturday,no,weather1,0.583333,0.549167,0.186562,2795,5325,8120,19,0.5303030303030303,54.92,12.5,média
2012-06-03,summer,2012,jun,no,sunday,no,weather1,0.6025,0.493333,0.184087,2494,5147,7641,20,0.5454545454545454,49.33,12.33,baixa
2012-06-04,summer,2012,jun,no,monday,yes,weather1,0.5975,0.487083,0.284833,1071,5927,6998,20,0.5454545454545454,48.71,19.08,baixa
2012-06-05,summer,2012,jun,no,tuesday,yes,weather2,0.540833,0.613333,0.209575,968,6033,7001,17,0.5,61.33,14.04,média
2012-06-06,summer,2012,jun,no,wednesday,yes,weather1,0.554167,0.61125,0.077125,1027,6028,7055,18,0.5151515151515151,61.12,5.17,média
2012-06-07,summer,2012,jun,no,thursday,yes,weather1,0.6025,0.567083,0.15735,1038,6456,7494,20,0.5454545454545454,56.71,10.54,média
2012-06-08,summer,2012,jun,no,friday,yes,weather1,0.649167,0.467917,0.175383,1488,6248,7736,23,0.5909090909090909,46.79,11.75,baixa
2012-06-09,summer,2012,jun,no,saturday,no,weather1,0.710833,0.437083,0.144287,2708,4790,7498,25,0.6212121212121212,43.71,9.67,baixa
2012-06-10,summer,2012,jun,no,sunday,no,weather1,0.726667,0.538333,0.133721,2224,4374,6598,26,0.6363636363636364,53.83,8.96,média
2012-06-11,summer,2012,jun,no,monday,yes,weather2,0.720833,0.587917,0.207713,1017,5647,6664,26,0.6363636363636364,58.79,13.92,média
2012-06-12,summer,2012,jun,no,tuesday,yes,weather2,0.653333,0.833333,0.214546,477,4495,4972,23,0.5909090909090909,83.33,14.37,alta
2012-06-13,summer,2012,jun,no,wednesday,yes,weather1,0.655833,0.582083,0.343279,1173,6248,7421,23,0.5909090909090909,58.21,23,média
2012-06-14,summer,2012,jun,no,thursday,yes,weather1,0.648333,0.569583,0.253733,1180,6183,7363,22,0.5757575757575758,56.96,17,média
2012-06-15,summer,2012,jun,no,friday,yes,weather1,0.639167,0.589583,0.176617,1563,6102,7665,22,0.5757575757575758,58.96,11.83,média
2012-06-16,summer,2012,jun,no,saturday,no,weather1,0.631667,0.504167,0.166667,2963,4739,7702,22,0.5757575757575758,50.42,11.17,média
2012-06-17,summer,2012,jun,no,sunday,no,weather1,0.5925,0.59875,0.144904,2634,4344,6978,20,0.5454545454545454,59.88,9.71,média
2012-06-18,summer,2012,jun,no,monday,yes,weather2,0.568333,0.777917,0.174746,653,4446,5099,19,0.5303030303030303,77.79,11.71,alta
2012-06-19,summer,2012,jun,no,tuesday,yes,weather1,0.688333,0.69,0.148017,968,5857,6825,24,0.6060606060606061,69,9.92,média
2012-06-20,summer,2012,jun,no,wednesday,yes,weather1,0.7825,0.592083,0.113812,872,5339,6211,29,0.6818181818181818,59.21,7.63,média
2012-06-21,summer,2012,jun,no,thursday,yes,weather1,0.805833,0.567917,0.118787,778,5127,5905,30,0.696969696969697,56.79,7.96,média
2012-06-22,summer,2012,jun,no,friday,yes,weather1,0.7775,0.57375,0.182842,964,4859,5823,29,0.6818181818181818,57.38,12.25,média
2012-06-23,summer,2012,jun,no,saturday,no,weather1,0.731667,0.534583,0.179721,2657,4801,7458,26,0.6363636363636364,53.46,12.04,média
2012-06-24,summer,2012,jun,no,sunday,no,weather1,0.743333,0.479167,0.145525,2551,4340,6891,27,0.6515151515151515,47.92,9.75,baixa
2012-06-25,summer,2012,jun,no,monday,yes,weather1,0.715833,0.504167,0.300383,1139,5640,6779,26,0.6363636363636364,50.42,20.13,média
2012-06-26,summer,2012,jun,no,tuesday,yes,weather1,0.630833,0.373333,0.347642,1077,6365,7442,22,0.5757575757575758,37.33,23.29,baixa
2012-06-27,summer,2012,jun,no,wednesday,yes,weather1,0.6975,0.36,0.271775,1077,6258,7335,25,0.6212121212121212,36,18.21,baixa
2012-06-28,summer,2012,jun,no,thursday,yes,weather1,0.749167,0.4225,0.17165,921,5958,6879,27,0.6515151515151515,42.25,11.5,baixa
2012-06-29,summer,2012,jun,no,friday,yes,weather1,0.834167,0.48875,0.165417,829,4634,5463,31,0.7121212121212122,48.88,11.08,baixa
2012-06-30,summer,2012,jun,no,saturday,no,weather1,0.765,0.60125,0.161071,1455,4232,5687,28,0.6666666666666666,60.12,10.79,média
2012-07-01,summer,2012,jul,no,sunday,no,weather1,0.815833,0.51875,0.168529,1421,4110,5531,30,0.696969696969697,51.88,11.29,média
2012-07-02,summer,2012,jul,no,monday,yes,weather1,0.781667,0.447083,0.195267,904,5323,6227,29,0.6818181818181818,44.71,13.08,baixa
2012-07-03,summer,2012,jul,no,tuesday,yes,weather1,0.780833,0.492083,0.126237,1052,5608,6660,29,0.6818181818181818,49.21,8.46,baixa
2012-07-04,summer,2012,jul,yes,wednesday,no,weather1,0.789167,0.53875,0.13495,2562,4841,7403,29,0.6818181818181818,53.87,9.04,média
2012-07-05,summer,2012,jul,no,thursday,yes,weather1,0.8275,0.457917,0.194029,1405,4836,6241,31,0.7121212121212122,45.79,13,baixa
2012-07-06,summer,2012,jul,no,friday,yes,weather1,0.828333,0.450833,0.146142,1366,4841,6207,31,0.7121212121212122,45.08,9.79,baixa
2012-07-07,summer,2012,jul,no,saturday,no,weather1,0.861667,0.492083,0.163554,1448,3392,4840,32,0.7272727272727273,49.21,10.96,baixa
2012-07-08,summer,2012,jul,no,sunday,no,weather1,0.8225,0.57375,0.125629,1203,3469,4672,31,0.7121212121212122,57.38,8.42,média
2012-07-09,summer,2012,jul,no,monday,yes,weather2,0.710833,0.683333,0.180975,998,5571,6569,25,0.6212121212121212,68.33,12.13,média
2012-07-10,summer,2012,jul,no,tuesday,yes,weather2,0.720833,0.6675,0.151737,954,5336,6290,26,0.6363636363636364,66.75,10.17,média
2012-07-11,summer,2012,jul,no,wednesday,yes,weather1,0.716667,0.633333,0.151733,975,6289,7264,26,0.6363636363636364,63.33,10.17,média
2012-07-12,summer,2012,jul,no,thursday,yes,weather1,0.715833,0.529583,0.146775,1032,6414,7446,26,0.6363636363636364,52.96,9.83,média
2012-07-13,summer,2012,jul,no,friday,yes,weather2,0.731667,0.485833,0.08085,1511,5988,7499,26,0.6363636363636364,48.58,5.42,baixa
2012-07-14,summer,2012,jul,no,saturday,no,weather2,0.703333,0.699167,0.143679,2355,4614,6969,25,0.6212121212121212,69.92,9.63,média
2012-07-15,summer,2012,jul,no,sunday,no,weather1,0.745833,0.717917,0.166667,1920,4111,6031,27,0.6515151515151515,71.79,11.17,alta
2012-07-16,summer,2012,jul,no,monday,yes,weather1,0.763333,0.645,0.164187,1088,5742,6830,28,0.6666666666666666,64.5,11,média
2012-07-17,summer,2012,jul,no,tuesday,yes,weather1,0.818333,0.505833,0.114429,921,5865,6786,30,0.696969696969697,50.58,7.67,média
2012-07-18,summer,2012,jul,no,wednesday,yes,weather1,0.793333,0.577083,0.137442,799,4914,5713,29,0.6818181818181818,57.71,9.21,média
2012-07-19,summer,2012,jul,no,thursday,yes,weather1,0.77,0.600417,0.165429,888,5703,6591,28,0.6666666666666666,60.04,11.08,média
2012-07-20,summer,2012,jul,no,friday,yes,weather2,0.665833,0.844167,0.20896700000000001,747,5123,5870,23,0.5909090909090909,84.42,14,alta
2012-07-21,summer,2012,jul,no,saturday,no,weather3,0.595833,0.865417,0.2133,1264,3195,4459,20,0.5454545454545454,86.54,14.29,alta
